id,horizon,number_reps,W_proxy,ldes_error,macme,abs_ldes_error
92d87ef6d04512935782,10,14,0.0,0.0824200708010099,0.2033962210797394,0.0824200708010099
0f33c47d71b4ee152052,10,14,0.25,-0.1425619149773289,0.154119764248134,0.1425619149773289
12be153ca972f4b54271,10,14,0.5,-0.3334943196532974,0.224376308087367,0.3334943196532974
87c529c16bcf8a79db90,10,14,0.75,-0.8182083932201059,0.118475209199184,0.8182083932201059
7f993da09d175fdfd988,10,14,1.0,-0.2194608364261025,0.3430977840171454,0.2194608364261025
ddf4f1bd4fafe659afe3,10,30,0.0,0.3039175499140329,0.1531118282110027,0.3039175499140329
681a2bdc5562e95d56a1,10,30,0.25,0.1766059245786546,0.1671171403219052,0.1766059245786546
3c0076ed940c4af3652a,10,30,0.5,0.1761153947318886,0.119840949806637,0.1761153947318886
289d81499e0bc76a013c,10,30,0.75,-0.0965010256753403,0.1096002360739948,0.0965010256753403
63fe290d37cd3677a702,10,30,1.0,-0.0898444834870634,0.1425900981263305,0.0898444834870634
46156cbea55629505e1b,10,45,0.0,0.1639164781598374,0.0730015976897386,0.1639164781598374
d29bce5fee326fbf648b,10,45,0.25,0.2074941565746851,0.1006297659569974,0.2074941565746851
bbb18224e4ef5e024202,10,45,0.5,0.1543911301175539,0.0878906216979223,0.1543911301175539
bb4a9c0fe18c158cd407,10,45,0.75,-0.0215891007578949,0.1245346703295032,0.0215891007578949
f5c3a8dcf06f0537d0be,10,45,1.0,-0.1095490140574134,0.1301627913533241,0.1095490140574134
e63a6c008843ff419725,10,60,0.0,0.2926761278972362,0.0813842947951185,0.2926761278972362
4c2d1f2698a248d2c046,10,60,0.25,0.2576178201135268,0.070602393716646,0.2576178201135268
a60c41883e358d231946,10,60,0.5,0.0791723699168466,0.1107995149544907,0.0791723699168466
b3cf63490bef23b7b272,10,60,0.75,0.0295872515329899,0.106037233125454,0.0295872515329899
f591400e91b0c88e32a3,10,60,1.0,-0.0416088072618172,0.1383059363140235,0.0416088072618172
